Product_Name,Specifications,Price,Rating,No_of_Ratings,No_of_Reviews,Maximum_Power,Engine_Capacity,Brake_Front,Tire_Type,Console_Feature,Range,Maximum_Speed,Charging_Time,Brand,Bike_Type
TVS Apache RTR 160 4V USD Booking for Ex-Showroom Price,Maximum Power: 17.3 bhp (at 9250 rpm)Engine Capacity: 160 ccBrake Front: DiscTire Type: TubelessConsole Feature: Speedometer LCD,"₹1,29,190",4.6,"1,353 Ratings & 141 Reviews","1,353 Ratings & 141 Reviews",17.3 bhp (at 9250 rpm),160 cc,Disc,Tubeless,Speedometer LCD,,,,TVS,Motorcycle
KTM RC 390 GP Booking for Ex-Showroom Price,"Maximum Power: 43.5 PS @ 9000 RPMEngine Capacity: 373.27 ccBrake Front: DiscTire Type: TubelessConsole Feature: TFT DisplayBajaj Auto Limited will repair or replace at their KTM Authorised Workshops, free of charge, part or parts thereof as may be found, on examination, to have manufacturing defect within a period of 5 Years or 75,000 Kms., whichever is earlier from the date of sale subject to fulfilment of conditions stipulated in part A, B & C. Refer to the owner's manual at the time of delivery.","₹3,33,389",3.3,51 Ratings & 6 Reviews,51 Ratings & 6 Reviews,43.5 PS @ 9000 RPM,373.27 cc,Disc,Tubeless,"TFT DisplayBajaj Auto Limited will repair or replace at their KTM Authorised Workshops, free of charge, part or parts thereof as may be found, on examination, to have manufacturing defect within a period of 5 Years or 75,000 Kms., whichever is earlier from the date of sale subject to fulfilment of conditions stipulated in part A, B & C. Refer to the owner's manual at the time of delivery.",,,,KTM,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Deccan ...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,84,044",4.4,194 Ratings & 29 Reviews,194 Ratings & 29 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero HF Deluxe Non i3S-Self Booking for Ex-Showroom Price,"Maximum Power: 7.91Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹64,923",4.5,"6,142 Ratings & 628 Reviews","6,142 Ratings & 628 Reviews",7.91,97.2 cc,Drum,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Joy e-bike Wolf Eco Booking for Ex-Showroom Price (with Portable Charger, Black and Red)",Range: 90 kmMaximum Speed: 45 kmphCharging Time: 5.5 HrsTire Type: TubelessBattery: 3 years on battery and 1 year on respective other parts,"₹68,354",3.7,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,TubelessBattery: 3 years on battery and 1 year on respective other parts,,90 km,45 kmph,5.5 Hrs,Other,Motorcycle
Harley-Davidson X440 T Booking for Ex-Showroom Price,"Maximum Power: 27 Bhp @ 6000 rpmEngine Capacity: 440 ccBrake Front: DiscTire Type: TubelessConsole Feature: 3.5 inch TFT DisplayThe vehicle is warranted for 5 years or 70,000 km, whichever is earlier, from the date of purchase. The battery is warranted separately for 18 months or 20,000 km. The Telematic Control Unit (TCU) has a 3-year warranty , and the emission warranty lasts for 3 years or 30,000 km.","₹2,86,000",3.8,"7,530 Ratings & 924 Reviews","7,530 Ratings & 924 Reviews",27 Bhp @ 6000 rpm,440 cc,Disc,Tubeless,"3.5 inch TFT DisplayThe vehicle is warranted for 5 years or 70,000 km, whichever is earlier, from the date of purchase. The battery is warranted separately for 18 months or 20,000 km. The Telematic Control Unit (TCU) has a 3-year warranty , and the emission warranty lasts for 3 years or 30,000 km.",,,,Other,Motorcycle
Hero Splendor+ i3S Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Analogue speedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹79,073",4.5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Analogue speedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Te...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,84,545",4.5,14 Ratings & 5 Reviews,14 Ratings & 5 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero Xtreme 125R IBS Booking for Ex-Showroom Price,"Maximum Power: 8.5 kW @ 8250 rpmEngine Capacity: 125 ccBrake Front: DiscTire Type: TubelessConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹92,500",4.4,3 Ratings & 2 Reviews,3 Ratings & 2 Reviews,8.5 kW @ 8250 rpm,125 cc,Disc,Tubeless,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Green Sunny 60KM Booking for Ex-Showroom Price (with Portable Charger, NeonGreen)","Range: 60 kmMaximum Speed: 25 kmphCharging Time: 4 hrTire Type: Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty","₹30,999",2.7,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty",,60 km,25 kmph,4 hr,Other,Motorcycle
"BGauss C12i MAX 3.0 Gen 2 Booking for Ex-Showroom Price (With Charger, Mystry Blue)","Range: 123 kmMaximum Speed: 60 km/hCharging Time: 6.3 HrTire Type: TubelessThe C12 Max 3.0 is backed by a comprehensive warranty program. The battery is covered for 50,000 kilometers or 3 years, whichever comes first. The motor, charger, and the overall vehicle are each covered for 36,000 kilometers or 3 years, whichever occurs earlier. Additionally, a limited warranty is provided for 10,000 kilometers or 1 year, whichever comes first.

Additional Battery Warranty

The C12 i Max 3.0 receives extended battery coverage for 5 years or 75,000 kilometers, whichever comes first.","₹1,20,990",4.6,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,,,123 km,60 km/h,6.3 Hr,Other,Motorcycle
"Joy e-bike Glob Booking for Ex-Showroom Price (With Charger, Rose Gold)","Range: 60 kmMaximum Speed: 25 kmphCharging Time: 5 HrTire Type: Tubeless1. Brake Switch- 3 Months, 2. MCB- 3 Months, 3. Flasher- 3 Months, 4. DC-DC Convertor- 3 Months, 5. Charger- 1 Years, 6. BLDC Motor- 1 Years, 7. Controller- 1 Years, 8. Battery- 3 Years","₹70,000",4.5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,"Tubeless1. Brake Switch- 3 Months, 2. MCB- 3 Months, 3. Flasher- 3 Months, 4. DC-DC Convertor- 3 Months, 5. Charger- 1 Years, 6. BLDC Motor- 1 Years, 7. Controller- 1 Years, 8. Battery- 3 Years",,60 km,25 kmph,5 Hr,Other,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerDuring 5 years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original retail purchaser, whichever is earlier.","₹72,100",4.5,"2,746 Ratings & 317 Reviews","2,746 Ratings & 317 Reviews",,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,Analog Speedometer,,,,TVS,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Pangong...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,550",4.4,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero Super Splendor XTEC 2.0 Booking for Ex-Showroom Price,"Maximum Power: 10.7 BHP@7500 rpmEngine Capacity: 124.7 ccBrake Front: DrumTire Type: TubelessConsole Feature: Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.
As per policy refer link:  https://www.heromotocorp.com/en-in/rider-zone/bike-warranty-details-and-policy.html","₹87,000",4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,10.7 BHP@7500 rpm,124.7 cc,Drum,Tubeless,,,,,Hero,Motorcycle
"Ather 450 S 161 KM IDC range Booking for Ex-Showroom Price (with Portable Charger, Cosmic Black)","Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,52,360",3,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Cosmic Bl...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,657",3.7,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Matt...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",5,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
"Ather Rizta S 159KM with Pro Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Mono...","Range: 159 kmMaximum Speed: 80 kmphCharging Time: 5.45 hrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,63,811",5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,159 km,80 kmph,5.45 hr,Ather,Motorcycle
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Duo...","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 hrTire Type: TubelessBattery: 3 Years/ 30000 Km 
Vehicle: 3 years / 30000 Km","₹1,39,545",4.5,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,,,123 km,80 kmph,7.45 hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Siachen...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,391",5,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather 450 S 161 KM IDC range Booking for Ex-Showroom Price (with Portable Charger, Still White)","Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,49,945",4,382 Ratings & 50 Reviews,382 Ratings & 50 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: During 5 Years from the date of purchase or during the first 60,000 km of run for the vehicle in the hands of originalretail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfactionof the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹79,097",4.4,6 Ratings & 1 Reviews,6 Ratings & 1 Reviews,,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,"Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: ",,,,TVS,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Still Whi...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,761",5,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
Ampere Nexus ST Electric Scooter by Greaves | 136 km IDC Range | 3.3 hr Fast Charging | Safest LFP Bat...,"Range: 100 kmMaximum Speed: 94 kmphCharging Time: 3.5 HrTire Type: Tubeless5years / 75,000 kms battery warranty","₹1,29,999",3,"1,353 Ratings & 141 Reviews","1,353 Ratings & 141 Reviews",,,,"Tubeless5years / 75,000 kms battery warranty",,100 km,94 kmph,3.5 Hr,Other,Electric
"Ather 450 X 126 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, True Red)",Range: 126 kmMaximum Speed: 90 kmphCharging Time: 4.3 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,52,340",3.3,2 Ratings & 1 Reviews,2 Ratings & 1 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,126 km,90 kmph,4.3 Hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Deccan ...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,84,044",4,6 Ratings & 1 Reviews,6 Ratings & 1 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero HF Deluxe Non i3S-Self Booking for Ex-Showroom Price,"Maximum Power: 7.91Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹64,923",4,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,7.91,97.2 cc,Drum,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Amo Electric Bikes Jaunty 3W LA Booking for Ex-Showroom Price (with Portable Charger, Grey)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹81,669",4.7,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"VIDA V2 Pro Electric Scooter by Hero MotoCorp Booking for Ex-Showroom Price (with Portable Charger, Ma...","Range: 165 kmMaximum Speed: 90 kmphCharging Time: 5.55 HrTire Type: TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,45,990",5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,"TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.",,165 km,90 kmph,5.55 Hr,Hero,Electric
BAJAJ Platina 110 Drum Booking for Ex-Showroom Price,"Maximum Power: 8.6 Ps @ 7,000rpmEngine Capacity: 115.45 ccBrake Front: DrumTire Type: TubelessConsole Feature: Analogue speedometerBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.","₹74,877",4.6,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews","8.6 Ps @ 7,000rpm",115.45 cc,Drum,Tubeless,"Analogue speedometerBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.",,,,Bajaj,Motorcycle
"VIDA VX2 Plus Booking for Ex-Showroom Price (with Portable Charger, Pearl black)","Range: 142 kmMaximum Speed: 80 kmphCharging Time: 4.13 HrTire Type: TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,35,990",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.",,142 km,80 kmph,4.13 Hr,VIDA,Motorcycle
Hero Splendor+ i3S Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Analogue speedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹79,073",4.6,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Analogue speedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Te...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,84,545",5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3502 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Indi...","Range: 153 kmMaximum Speed: 80 KmphCharging Time: 5 hrTire Type: TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,39,939",4.5,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,"TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,153 km,80 Kmph,5 hr,Bajaj,Electric
"Amo Electric Bikes Jaunty S LI Booking for Ex-Showroom Price (with Portable Charger, White)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 4 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹65,000",4.6,6 Ratings & 3 Reviews,6 Ratings & 3 Reviews,,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,4 Hr,Other,Electric
